Vin_A,Vin_B,Vin_C,Vin_D,TEMP,pvdd,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxe_p,toxm_p,toxref_p,toxp,xj_n,xj_p,ndep_n,ndep_p,Leakage_power
1,0,1,0,-54.466209071532944,1.0146937764184996,4.452941118896466e-08,4.466784997110598e-08,1.2505394608855556e-09,1.2708036409122486e-09,1.2722449311774393e-09,1.1965978821371605e-09,1.2614863903975961e-09,1.303169196943865e-09,1.0552066898782186e-09,1.3677005799888677e-08,1.3461716328290119e-08,3.3176601453712123e+18,2.466934579922291e+18,1.1494220396253665e-09
1,0,1,1,-54.466209071532944,1.0146937764184996,4.452941118896466e-08,4.466784997110598e-08,1.2505394608855556e-09,1.2708036409122486e-09,1.2722449311774393e-09,1.1965978821371605e-09,1.2614863903975961e-09,1.303169196943865e-09,1.0552066898782186e-09,1.3677005799888677e-08,1.3461716328290119e-08,3.3176601453712123e+18,2.466934579922291e+18,2.5973927757456433e-09
1,1,0,0,-54.466209071532944,1.0146937764184996,4.452941118896466e-08,4.466784997110598e-08,1.2505394608855556e-09,1.2708036409122486e-09,1.2722449311774393e-09,1.1965978821371605e-09,1.2614863903975961e-09,1.303169196943865e-09,1.0552066898782186e-09,1.3677005799888677e-08,1.3461716328290119e-08,3.3176601453712123e+18,2.466934579922291e+18,1.3607039648690195e-09
1,1,0,1,-54.466209071532944,1.0146937764184996,4.452941118896466e-08,4.466784997110598e-08,1.2505394608855556e-09,1.2708036409122486e-09,1.2722449311774393e-09,1.1965978821371605e-09,1.2614863903975961e-09,1.303169196943865e-09,1.0552066898782186e-09,1.3677005799888677e-08,1.3461716328290119e-08,3.3176601453712123e+18,2.466934579922291e+18,3.368155486729673e-09
1,1,1,0,-54.466209071532944,1.0146937764184996,4.452941118896466e-08,4.466784997110598e-08,1.2505394608855556e-09,1.2708036409122486e-09,1.2722449311774393e-09,1.1965978821371605e-09,1.2614863903975961e-09,1.303169196943865e-09,1.0552066898782186e-09,1.3677005799888677e-08,1.3461716328290119e-08,3.3176601453712123e+18,2.466934579922291e+18,3.946529025477651e-09
1,1,1,1,-54.466209071532944,1.0146937764184996,4.452941118896466e-08,4.466784997110598e-08,1.2505394608855556e-09,1.2708036409122486e-09,1.2722449311774393e-09,1.1965978821371605e-09,1.2614863903975961e-09,1.303169196943865e-09,1.0552066898782186e-09,1.3677005799888677e-08,1.3461716328290119e-08,3.3176601453712123e+18,2.466934579922291e+18,1.1542220371306932e-08
0,0,0,0,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,3.74069229192292e-10
0,0,0,1,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,8.900810887594461e-10
0,0,1,0,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,8.329470537079331e-10
0,0,1,1,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,1.4861713821526397e-09
0,1,0,0,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,8.01729597643914e-10
0,1,0,1,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,1.5834080224379871e-09
0,1,1,0,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,1.45101653513266e-09
0,1,1,1,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,4.6342340246922814e-09
1,0,0,0,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,1.0328431669254275e-09
1,0,0,1,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,2.056426588793983e-09
1,0,1,0,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,1.960634226120782e-09
1,0,1,1,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,4.813901258534198e-09
1,1,0,0,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,2.2412206809756227e-09
1,1,0,1,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,5.486185670980554e-09
1,1,1,0,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,5.878170664069588e-09
1,1,1,1,9.015538115752591,1.0843023217233738,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,1.459034102381242e-08
0,0,0,0,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,1.2461422297163808e-10
0,0,0,1,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,3.17141043518402e-10
0,0,1,0,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,2.9426688052631214e-10
0,0,1,1,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,5.130608807316248e-10
0,1,0,0,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,2.910424226222881e-10
0,1,0,1,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,5.867477818922005e-10
0,1,1,0,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,5.413406521367085e-10
0,1,1,1,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,1.0013350700321659e-09
1,0,0,0,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,3.7588470650514924e-10
1,0,0,1,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,7.731470679685472e-10
1,0,1,0,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,7.381591921222086e-10
1,0,1,1,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,1.545954421512714e-09
1,1,0,0,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,8.520076341429495e-10
1,1,0,1,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,2.003485790743454e-09
1,1,1,0,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,2.2525050253388506e-09
1,1,1,1,-51.02043753430759,0.9778273756620813,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,1.1459936463183787e-08
0,0,0,0,-22.09561696372645,1.0998682136014108,4.240085476033963e-08,4.520232337668697e-08,1.2208101329796574e-09,1.2538812059551493e-09,1.2441368776833715e-09,1.2716992759479304e-09,1.3305032505868196e-09,1.257780913007912e-09,9.940011238707043e-10,1.3831329417293381e-08,1.3566565452862758e-08,3.314701612621052e+18,2.3732178623851075e+18,2.219622044504735e-10
0,0,0,1,-22.09561696372645,1.0998682136014108,4.240085476033963e-08,4.520232337668697e-08,1.2208101329796574e-09,1.2538812059551493e-09,1.2441368776833715e-09,1.2716992759479304e-09,1.3305032505868196e-09,1.257780913007912e-09,9.940011238707043e-10,1.3831329417293381e-08,1.3566565452862758e-08,3.314701612621052e+18,2.3732178623851075e+18,5.532892359181232e-10
0,0,1,0,-22.09561696372645,1.0998682136014108,4.240085476033963e-08,4.520232337668697e-08,1.2208101329796574e-09,1.2538812059551493e-09,1.2441368776833715e-09,1.2716992759479304e-09,1.3305032505868196e-09,1.257780913007912e-09,9.940011238707043e-10,1.3831329417293381e-08,1.3566565452862758e-08,3.314701612621052e+18,2.3732178623851075e+18,4.952233917637113e-10
0,0,1,1,-22.09561696372645,1.0998682136014108,4.240085476033963e-08,4.520232337668697e-08,1.2208101329796574e-09,1.2538812059551493e-09,1.2441368776833715e-09,1.2716992759479304e-09,1.3305032505868196e-09,1.257780913007912e-09,9.940011238707043e-10,1.3831329417293381e-08,1.3566565452862758e-08,3.314701612621052e+18,2.3732178623851075e+18,9.430028496023298e-10
0,1,0,0,-22.09561696372645,1.0998682136014108,4.240085476033963e-08,4.520232337668697e-08,1.2208101329796574e-09,1.2538812059551493e-09,1.2441368776833715e-09,1.2716992759479304e-09,1.3305032505868196e-09,1.257780913007912e-09,9.940011238707043e-10,1.3831329417293381e-08,1.3566565452862758e-08,3.314701612621052e+18,2.3732178623851075e+18,4.778983939995936e-10
0,1,0,1,-22.09561696372645,1.0998682136014108,4.240085476033963e-08,4.520232337668697e-08,1.2208101329796574e-09,1.2538812059551493e-09,1.2441368776833715e-09,1.2716992759479304e-09,1.3305032505868196e-09,1.257780913007912e-09,9.940011238707043e-10,1.3831329417293381e-08,1.3566565452862758e-08,3.314701612621052e+18,2.3732178623851075e+18,9.878443032330024e-10
0,1,1,0,-22.09561696372645,1.0998682136014108,4.240085476033963e-08,4.520232337668697e-08,1.2208101329796574e-09,1.2538812059551493e-09,1.2441368776833715e-09,1.2716992759479304e-09,1.3305032505868196e-09,1.257780913007912e-09,9.940011238707043e-10,1.3831329417293381e-08,1.3566565452862758e-08,3.314701612621052e+18,2.3732178623851075e+18,8.809971156861249e-10
0,1,1,1,-22.09561696372645,1.0998682136014108,4.240085476033963e-08,4.520232337668697e-08,1.2208101329796574e-09,1.2538812059551493e-09,1.2441368776833715e-09,1.2716992759479304e-09,1.3305032505868196e-09,1.257780913007912e-09,9.940011238707043e-10,1.3831329417293381e-08,1.3566565452862758e-08,3.314701612621052e+18,2.3732178623851075e+18,2.0368613080134982e-08
