TEMP,pvdd,Cqload,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxe_p,toxm_p,toxref_p,toxp,xj_n,xj_p,ndep_n,ndep_p,delay_lh_nodea,delay_hl_nodea,delay_lh_nodeb,delay_hl_nodeb,delay_lh_nodec,delay_hl_nodec,delay_lh_noded,delay_hl_noded
-12.876839885999864,0.9884286708826486,3.01233607190468,4.4967790703785986e-08,4.66619547924828e-08,1.2408168287787295e-09,1.286076599014335e-09,1.2797273888985669e-09,1.2386509933188533e-09,1.3227385560383017e-09,1.3893733895698764e-09,1.0131111398269124e-09,1.4265772812583833e-08,1.4263618778177341e-08,3.326752193197998e+18,2.4337593624346757e+18,1.574989e-11,6.058793e-11,1.551167e-11,6.645156e-11,1.566181e-11,7.017118e-11,1.622393e-11,7.19092e-11
-54.466209071532944,1.0146937764184996,3.590236947254035,4.452941118896466e-08,4.466784997110598e-08,1.2505394608855556e-09,1.2708036409122486e-09,1.2722449311774393e-09,1.1965978821371605e-09,1.2614863903975961e-09,1.303169196943865e-09,1.0552066898782186e-09,1.3677005799888677e-08,1.3461716328290119e-08,3.3176601453712123e+18,2.466934579922291e+18,1.3307e-11,6.997611e-11,1.252211e-11,7.572085e-11,1.23516e-11,7.937762e-11,1.267159e-11,8.109603e-11
9.015538115752591,1.0843023217233738,4.571201665876573,4.6734240397257265e-08,4.677348602783979e-08,1.2309628015592695e-09,1.311135754688525e-09,1.184606377517253e-09,1.2008245472998383e-09,1.2977868548681777e-09,1.2862188677078365e-09,9.87528070964468e-10,1.3563078631174148e-08,1.3497216620191518e-08,3.3101915225841464e+18,2.4100753747760026e+18,9.948261e-12,8.132074e-11,8.643372e-12,8.696576e-11,8.057076e-12,9.056922e-11,7.899917e-12,9.227233e-11
-51.02043753430759,0.9778273756620813,4.330018587051304,4.6714734267007165e-08,4.755120305340247e-08,1.1983470953313325e-09,1.2680346316879402e-09,1.2221632477255644e-09,1.3235582857580352e-09,1.3262935871165347e-09,1.2701122264298e-09,9.777284888102312e-10,1.394170212821928e-08,1.3407790443323293e-08,3.3508585790191273e+18,2.430136643194441e+18,8.295886e-12,8.612366e-11,6.513505e-12,9.243013e-11,5.252546e-12,9.642675e-11,4.313755e-12,9.8293e-11
-22.09561696372645,1.0998682136014108,3.9812664469967425,4.240085476033963e-08,4.520232337668697e-08,1.2208101329796574e-09,1.2538812059551493e-09,1.2441368776833715e-09,1.2716992759479304e-09,1.3305032505868196e-09,1.257780913007912e-09,9.940011238707043e-10,1.3831329417293381e-08,1.3566565452862758e-08,3.314701612621052e+18,2.3732178623851075e+18,1.340195e-11,6.353086e-11,1.320587e-11,6.822581e-11,1.340185e-11,7.121593e-11,1.390737e-11,7.261958e-11
107.0594945595482,0.9385359080131022,3.5904054598227386,4.0756996355057945e-08,4.63449434301217e-08,1.2838775382805658e-09,1.2669152755752429e-09,1.2931009441383646e-09,1.3155753126958293e-09,1.2171053098079896e-09,1.2969440514792036e-09,1.0162086975959033e-09,1.4683027276350955e-08,1.4447085823808008e-08,3.39226210182946e+18,2.410261473119331e+18,1.300362e-11,6.294576e-11,1.27561e-11,6.801722e-11,1.286189e-11,7.120212e-11,1.327676e-11,7.265433e-11
78.31567377078744,1.080199005164671,0.14094109833565682,4.4718768824075784e-08,4.549199957040124e-08,1.1932761943687538e-09,1.3261832436362841e-09,1.2757972351414217e-09,1.2518891226747755e-09,1.3223805319530173e-09,1.2628971908301534e-09,1.01200045348878e-09,1.3521906196845841e-08,1.3962084845383175e-08,3.340122475380727e+18,2.368359984635134e+18,6.440863e-12,1.292366e-11,8.302196e-12,1.82457e-11,9.592551e-12,2.162981e-11,1.021975e-11,2.322829e-11
-7.338599440292533,1.0577791227570705,2.3017024853469428,4.460706034421075e-08,4.532990398359839e-08,1.2703207489883319e-09,1.2561659095485782e-09,1.2853297311133673e-09,1.240161664320801e-09,1.1993075619264254e-09,1.3709209461295836e-09,1.024888098755957e-09,1.4003137474595817e-08,1.4554279768344689e-08,3.3051482689977974e+18,2.3288651734211497e+18,1.603859e-11,4.590704e-11,1.686339e-11,5.130819e-11,1.767558e-11,5.475168e-11,1.849369e-11,5.637571e-11
-48.40227858446616,0.9272629799319432,3.457583066015843,4.260461094657063e-08,4.6285345688235175e-08,1.2087535000023282e-09,1.179990780383215e-09,1.2510207775350862e-09,1.1883592960476905e-09,1.2725983914927394e-09,1.3024667137115604e-09,1.0348005894993863e-09,1.3286132272304087e-08,1.3050748189950017e-08,3.346539679821991e+18,2.367490404747441e+18,1.323756e-11,6.769595e-11,1.258694e-11,7.341996e-11,1.245706e-11,7.702762e-11,1.277677e-11,7.868889e-11
59.262498052027055,0.9206277792584677,1.5788376564466333,4.469776633663109e-08,4.2851352011012286e-08,1.2118354593308697e-09,1.2580117296869234e-09,1.2338544203308345e-09,1.3008406748909526e-09,1.2247568595885571e-09,1.336861595573158e-09,1.0191950361174768e-09,1.4574385365259267e-08,1.4022601692766593e-08,3.1500203080671217e+18,2.2826587773962552e+18,1.665927e-11,4.449726e-11,1.766988e-11,5.123299e-11,1.851281e-11,5.549503e-11,1.93512e-11,5.748295e-11
