TEMP,pvdd,Cqload,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxe_p,toxm_p,toxref_p,toxp,xj_n,xj_p,ndep_n,ndep_p,delay_lh_nodea,delay_hl_nodea,delay_lh_nodeb,delay_hl_nodeb,delay_lh_nodec,delay_hl_nodec,delay_lh_noded,delay_hl_noded
-18.464714038997464,0.9388197611481921,4.905085908221451,4.325134338744559e-08,4.560441683193237e-08,1.2066818832883663e-09,1.2704459234570867e-09,1.3355545185402112e-09,1.2843959325652694e-09,1.2387001101035185e-09,1.3354731443643797e-09,9.67081922142984e-10,1.3033590157836448e-08,1.351656408162532e-08,3.1993953404385736e+18,2.402753541572541e+18,4.482906e-12,9.348021e-11,2.53493e-12,9.935906e-11,2.047975e-10,2.960063e-10,2.049025e-10,2.963855e-10
-51.12507646601769,0.9188256861162583,2.847962369061323,4.1720653863082956e-08,4.543851147320842e-08,1.2152328047594688e-09,1.2055935983214262e-09,1.2704852776295112e-09,1.406827019310183e-09,1.285144954824989e-09,1.2597496751452966e-09,9.704402347322939e-10,1.3899694346194049e-08,1.3531369902607643e-08,3.4108341837617526e+18,2.5379287193416443e+18,1.451972e-11,5.741989e-11,1.450679e-11,6.3012e-11,1.473507e-11,6.653104e-11,1.524244e-11,6.814492e-11
-54.97014197878965,0.9420073482473831,4.015934044310572,4.211389960357711e-08,4.877810163437031e-08,1.2350867470216164e-09,1.1873458308167272e-09,1.3422996890968344e-09,1.3383301476532033e-09,1.3264278936693315e-09,1.3562928288862138e-09,1.0664546980653228e-09,1.3621576183712238e-08,1.3992810233196843e-08,3.2435836203822065e+18,2.428760244630998e+18,1.224374e-11,7.032822e-11,1.156221e-11,7.566644e-11,1.142116e-11,7.902208e-11,1.170315e-11,8.055714e-11
32.45630067736339,0.9721923406289947,4.8038703885507354,4.5059117889631195e-08,4.466791273882272e-08,1.2874837391804374e-09,1.2258761905917128e-09,1.269042359949105e-09,1.2923416660036013e-09,1.2804243142826517e-09,1.2443699122627717e-09,1.0346357685223542e-09,1.4875502629458423e-08,1.4209471120407659e-08,3.1752328934069084e+18,2.388258310170809e+18,3.605021e-12,9.600993e-11,8.617286e-13,1.0127e-10,2.040009e-10,2.979886e-10,2.039683e-10,2.983347e-10
42.01374714180115,1.0618586096455822,0.24183063075053773,4.510768500061349e-08,4.161528344568612e-08,1.2699038139579742e-09,1.1756231302323743e-09,1.2887694621286996e-09,1.2439958996095056e-09,1.3535804632688763e-09,1.2798367368781184e-09,9.58296268366258e-10,1.392876682585621e-08,1.4153633564141538e-08,3.2485874848305193e+18,2.4049275489019044e+18,7.833467e-12,1.577313e-11,9.871739e-12,2.157741e-11,1.133157e-11,2.52827e-11,1.211334e-11,2.704708e-11
72.48953739586469,1.0902280636889259,0.25182346913084186,4.421047423024024e-08,4.605170128684249e-08,1.2943975830801038e-09,1.186820627750816e-09,1.258852172970335e-09,1.2215406968767527e-09,1.3238668532193482e-09,1.3155194505910276e-09,1.0449294423633353e-09,1.4082207885705644e-08,1.3949061719597273e-08,3.201198996668568e+18,2.3983957700472796e+18,6.78766e-12,1.404398e-11,8.573574e-12,1.916758e-11,9.83967e-12,2.242255e-11,1.047582e-11,2.395716e-11
91.93404200902947,1.0649300683981218,1.106796414705665,4.458927888313549e-08,4.676548231279601e-08,1.171146617781263e-09,1.303979416416212e-09,1.2933047178953378e-09,1.2910519617984367e-09,1.2591545877238938e-09,1.2485589827400299e-09,9.61669904310157e-10,1.4042032122879786e-08,1.4037907580362769e-08,3.1523166610742426e+18,2.465549559178221e+18,1.206748e-11,2.720455e-11,1.380592e-11,3.251742e-11,1.519509e-11,3.589503e-11,1.61305e-11,3.748277e-11
28.217435859816433,0.9652152243935469,3.7554709391601806,4.724155584580815e-08,4.532660963029427e-08,1.3121296809767278e-09,1.2944399637515693e-09,1.2787737601306628e-09,1.2105679442585793e-09,1.2662544298679292e-09,1.2630195708808754e-09,1.0079005268281117e-09,1.3712545067216264e-08,1.2953510797141883e-08,3.1548785883987287e+18,2.3294934264474803e+18,9.994398e-12,8.258386e-11,8.201812e-12,8.928155e-11,7.103912e-12,9.353186e-11,6.490955e-12,9.552383e-11
-11.917104577553069,1.08933496352353,4.008088360554476,4.791380365021579e-08,4.4824772399263306e-08,1.23393152322879e-09,1.3212187440589208e-09,1.1499240974526518e-09,1.3303473600711014e-09,1.2856178093436575e-09,1.2506839458381207e-09,9.658488229112293e-10,1.3963328023044184e-08,1.4688727259194336e-08,3.239293036094971e+18,2.459835519420822e+18,1.169038e-11,7.753619e-11,1.042541e-11,8.349536e-11,9.947105e-12,8.730885e-11,9.983482e-12,8.912164e-11
-4.215260499845286,1.0131297876313348,3.6514372571998117,4.440793633655929e-08,4.5988946418722616e-08,1.2261408229486495e-09,1.3031405529021509e-09,1.2149284608009813e-09,1.2495862105454033e-09,1.327138021838197e-09,1.3272523839854277e-09,9.929727393374026e-10,1.4722839231206799e-08,1.4078140527552399e-08,3.370734959750906e+18,2.3356918305725384e+18,1.35893e-11,6.870627e-11,1.290231e-11,7.432983e-11,1.279773e-11,7.790403e-11,1.3168e-11,7.957811e-11
